Shell challenges Exxon dominance with 47 billion-pound bid for BG,negative
Royal Dutch Shell to Buy BG Group for Nearly $70 Billion,positive
City spirits sink after Diageo comes up short with sales slide,negative
Diageo receives reports from United Spirits on financial irregularities involving ...,negative
Rolls-Royce Wins $9.2 Billion Order From Emirates Airline,positive
Tesco sales rise shows tentative recovery continues,positive
Diageo sales disappoint as currency and comparatives leave bitter taste,negative
AstraZeneca profit down as sales of stalwarts fade,negative
"Whitbread Profit Up As Sales Continue To Rise, Looking For New CEO",positive
Glencore blames rivals for creating metals glut,negative
Doubts grow over GlaxoSmithKline's $6 bln capital return plan,negative
easyJet leads Britain's FTSE lower as global bond rout resumes,negative
Imperial Tobacco Adds Quarterly Dividends After Profit Rose,positive
BG Group Still Happy With Shell's $70 Billion Offer,positive
SABMiller buys Meantime to quench thirst for craft beer,positive
Aviva shuts Friends Life head office in rapid integration move,negative
Retailers Kingfisher and Sports Direct rise in Britain's share index,positive
"GlaxoSmithKline targets growth across units, scraps ViiV IPO",positive
Tesco share price closes higher as two more directors leave grocer,positive
Tesco leads FTSE higher on Clubcard bid reports,positive
Eli Lilly & Co. (LLY) Has Broken Out To A New High On AstraZeneca Collaboration,positive
"RPT-Old Mutual Q1 gross sales beat forecasts, up 18 pct",positive
"UPDATE 3-BP settles oil spill-related claims with Halliburton, Transocean",negative
GlaxoSmithKline share price slips as FDA okays asthma therapy only for adults,negative
Glencore chief blames rivals' overproduction for share price fall,negative
"Philip Morris, BAT Sue Over Law Taking Branding Off Packs",negative
Hargreaves Lansdown share price falls as costs mount - although pensions ...,negative
"PRESS: Serco Set To Appoint Roy Gardner, Ex-Centrica, As Chairman - FT",positive
UPDATE 1-Cypress Semiconductor offers to buy Integrated Silicon Solution,positive
"UPDATE 1-Nomura, RBS must pay $806 mln in mortgage bond case-US judge",negative
MillerCoors Board Names Gavin Hattersley Interim CEO,neutral
"Britain's FTSE gains, Land Securities up after dividend hike",positive
"Britain's FTSE bounces back, Mondi and Barratt lead",positive
Old Mutual First-Quarter Sales Up 18% Buoyed by Emerging Markets,positive
Do it for me' trend underpins UK sales growth at Kingfisher,positive
"Aldi and Lidl expansion plans speed ahead as Tesco, Sainsbury's, Morrisons ...",positive
"Centrica extends gas deals with Gazprom, Statoil",positive
"Aberdeen AM posts H1 outflows, says conditions to remain challenging",negative
Severn Trent share price jumps as Canadian investor renews pursuit of utility,positive
New Morrisons duo get former boss's support to diffuse investor tension,positive
S&P downgrades Barclays and RBS on government bailout fears,negative
Irish housebuilder Cairn Homes plans London listing,positive
Arm slammed by handset sales outlook,negative
CompaniesLSE adds ex-SEC head Schapiro to board,positive
Sales boost for new Morrisons chief David Potts as Tesco turnaround stalls,negative
FTSE 100 flat; Standard Chartered leads risers,positive
CompaniesHoward Davies appointment as RBS director delayed,negative
Keith Skeoch to step up as David Nish quits as chief executive of Standard Life,negative
Dixons Carphone profit boost on strong sales,positive
"FTSE rallies off three-month low, boosted by StanChart, Sainsbury",positive
"Royal Mail, Johnson Matthey lead FTSE lower",negative
Sainsbury sales slip again as price pressures take a toll,negative
Sophos aims to raise $100m in London IPO,positive
UPDATE 3-Stifel to buy former Lehman brokerage from Barclays,positive
Borealis Infrastructure putting together new Severn Trent bid,positive
"FTSE falls to 3-month low on Greek debt concerns, easyJet skids",negative
Johnson Matthey share price slumps as company posts full-year results,negative
UPDATE: Barclays Expects Gain After Settling With Lehman Bros Trustee,positive
Petrofac books further Â£30m cost for Shetland gas terminal delays,negative
Petrofac share price rises despite Â£30m costs on North Sea project,positive
Whitbread boss Andy Harrison defends sales fall as 'just a blip',negative
Barclays share price subdued as bank faces fresh forex probe,negative
CompaniesActelion shares hit record on Shire takeover talk,positive
LSE gets Hong Kong regulatory nod to HK firms to become LSE members,positive
Diageo Shares Surge on Report of Possible Takeover by Lemann,positive
RBS chairman admits surprise at size of regulatory penalties,negative
RSA Insurance Hires Towergate's Egan as Chief Financial Officer,positive
Johnson Matthey raises prospect of investor payout,positive
InterContinental Hotels Denies Reports of Starwood Merger Talks,negative
REFILE-Hikma and Barclays help Britain's FTSE to climb higher,positive
FDA Approves AstraZeneca's Iressa As Lung Cancer Treatment,positive
AstraZeneca suffers setback after drug fails to treat eye cancer,negative
British American Tobacco first-half sales hurt by currency moves,negative
Zurich Insurance Considering Offer for UK Rival RSA Insurance,positive
Japan's Nikkei lands Financial Times in $1.3 billion deal,positive
"Ingenious, HSBC, UBS and Coutts sued by 'tax avoidance' clients",negative
UPDATE 1-AstraZeneca sells rare cancer drug to Sanofi for up to $300 mln,positive
Sainsbury sells unit to LloydsPharmacy,positive
BAE Systems's sales boosted by European Typhoon and currencies,positive
"Royal Mail 'breached competition law' over delivery service changes, Ofcom claims",negative
"Britain's FTSE steadies, supported by Dixons Carphone",positive
Glaxo's ViiV Healthcare Signs China Manufacturing Deal With Desano,positive
AstraZeneca sells Caprelsa rights to Sanofi unit,positive
UPDATE 5-Barclays Chairman McFarlane axes CEO to speed up strategic change,negative
Miners Meltdown as BHP to Rio Tinto Sink in Commodities Rout,negative
"FTSE led lower by M&S, GlaxoSmithKline",negative
GKN to buy Fokker Technologies for 706 mln euros,positive
Diageo Sells Ryder Cup Venue Gleneagles Hotel to Ennismore Group,positive
"UPDATE: CIB, Legal & General Sell Egyptian Life Joint Venture To AXA",positive
Chime Communications Set To Be Acquired By WPP And Providence,positive
"CompaniesNew Aggreko CEO to reshape business, strip costs",positive
AstraZeneca to Pay Inovio Up to $700 Million for Cancer Drug,positive
Rio Tinto CEO says iron ore market at equilibrium,neutral
US sanctions put Gazprom-Shell alliance plans in jeopardy,negative
Standard Chartered Not Raising Capital Yet As Dividend Cut,negative
"UPDATE 1-BHP Billiton's credit ratings fragile in FY16, agencies warn",negative
CRH adds CR Laurence to acquisitions tally for $1.3bn,positive
Novartis buys remaining rights to GSK treatment in deal up to $1 billion,positive
"AstraZeneca bags another cancer drug deal, this time with Inovio",positive
REFILE-Aviva Investors to move 34 bln euros in assets from AXA fund arm,negative
"L&G still paying price for dividend cut during crisis, chief says",negative
Buffett's Company Reports 37 Percent Drop in 2Q Earnings,negative
Travis Perkins Hikes Dividend 20% As Profit And Revenue Rise,positive
"Tesco, Asda sales fall as march of the discounters continues: Kantar",negative
Shire proposes $30 bln all-share tie-up with Baxalta,positive
Shire CEO steps up drive to get Baxalta board talking,positive
"Tesco, Asda sales fall as march of the discounters continues-Kantar",negative
Verizon and AT&T accused of hurting rivals,negative
"FTSE 100 falls as China devaluation hits Burberry, mining stocks",negative
"Nine banks including Barclays, Citi, agree to pay $2 billion to settle forex ...",negative
CompaniesCar insurer Hastings Group driving Â£180m IPO,positive
Glencore slumps 25 pct as debt fears grow,negative
Horizonte acquires neighbouring Glencore nickel property in Brazil,positive
UPDATE 1-Engineering firm Smiths Group confirms CEO appointment,positive
Industry NewsMorrisons unveils which stores will close as 900 jobs face the axe,negative
Glencore slumps 30 percent as debt fears grow,negative
Aberdeen Asset Management Gains Foothold In China,positive
ARM Holdings plc Partners With International Business Machines Corp. To Drive ...,positive
"FTSE 100 drops 2.5 pct on Glencore, metals price fears",negative
"After Barclays and Bank of America, Citigroup has blockchain in sight",positive
AB InBev approaches SABMiller to explore $250bn tie-up,positive
EU regulator backs approval for GSK injectable asthma drug,positive
Glencore fight back over debt fears lifts shares,positive
"News FeedFTSE 100 movers: Ashtead jumps on strong interims; Glencore, BP in ...",positive
Brewer AB InBev seeks $275 bln tie-up with SABMiller,positive
AB InBev looks to win over SABMiller investors,positive
UPDATE 1-EU regulator backs approval for GSK injectable asthma drug,positive
Copper market may get a 2003-style supply shock from Glencore closures,negative
TalkTalk hires BAE Systems to investigate cyber attack,negative
Renewed AB InBev Bid for SABMiller Ups Stake in Beer Battle,positive
CompaniesAB InBev signals it won't go hostile for SABMiller,positive
AstraZeneca diabetes drug combination faces delay after FDA rebuff,negative
Mylan Appoints Ranjan Ray Chaudhuri as Global Commercial Lead for Mylan's Over ...,neutral
SABMiller revenue hit by weaker EM currencies,negative
UPDATE 5-SABMiller rejects AB InBev's $104 bln takeover approach,positive
Market Report: Eight-day rally ends for FTSE 100 and Standard Chartered,positive
AB InBev offers SABMiller $3 billion breakup fee,positive
GSK joins China trade push as UK trumpets healthcare deals,positive
AB InBev ups offer for SABMiller as deadline looms,positive
Tesco PLC's Recovery Continues With A Â£250m Cash Infusion,positive
"METALS-Zinc surges 12 pct after Glencore cuts output, fuelling metals rally",positive
CompaniesUnilever sales lifted by ice cream in soft economy,positive
AB InBev's Latest Bid Said Unlikely to Win SABMiller's Approval,positive
Britain's FTSE forges ahead as Shire surges,positive
AB InBev attacks SABMiller bid rebuffal,negative
Anheuser-Busch InBev Increases Offer for Rival SABMiller,positive
Why I'd Buy ARM Holdings plc And BHP Billiton plc Today,positive
Barclays PLC & Lloyds Banking Group PLC Are The 2 Banks I'd Buy Today,positive
EasyJet Dismisses Lufthansa Low-Cost Plan in Contest for Germany,negative
"EXCLUSIVE-BP, China's CNPC to unveil oil alliance - sources",positive
SAB's Chairman Digs In With Board Divided on InBev Offer,positive
Kinder Morgan and BP Form Joint Venture Limited Liability Company to Purchase ...,positive
Supreme Court Upholds $236 Million Jury Award Against ExxonMobil,negative
Standard Chartered's Shares Plunge 7% After Fitch Downgrade,negative
WPP wins race for 'programmatic buying' agency Essence Digital,positive
BHP Billiton share price: Brazil to sue Samarco for Â£3.5bn,negative
G4S slides on balance sheet worries,negative
FDA approves AstraZeneca drug for advanced lung cancer,positive
HSBC appoints business leaders to board,positive
"HSBC shakes up board with two new business chiefs, three departures",negative
AstraZeneca wins FDA approval for key new lung cancer pill,positive
UPDATE 1-Lloyds to cut 945 jobs as part of 3-year restructuring plan,negative
Standard Chartered Shifts Emerging-Markets Strategy After Losses,negative
AstraZeneca's Lung Cancer Drug Tagrisso Gets FDA Approval,positive
Severn Trent share price rises as first half profit inches up as customer ...,positive
Glencore sees Tripoli-based NOC as sole legal seller of Libyan oil,positive
Lloyds to cut 945 jobs as part of three-year restructuring strategy,negative
AstraZeneca to Buy ZS Pharma for $2.7 Billion,positive
"Ackman, in email, says supports Valeant CEO Pearson",positive
AstraZeneca sells US drug rights to Perrigo for $380 mln,positive
"UPDATE 1-AstraZeneca buys ZS Pharma for $2.7 billion, pips Actelion",positive
CORRECTED-Shire to buy Dyax for about $5.9 bln,positive
Barclays poised to replace Sir Mike Rake as he heads for exit,positive
AstraZeneca Acquires ZS Pharma in $2.7 Billion Deal,positive
AstraZeneca shares climb 3% as drug maker ups profits forecasts,positive
Peroni and Grolsch put up for sale as AB InBev plans acquisition of SABMiller,positive
easyJet expects resilient demand to withstand security fears,positive
Compass Group says positive for year ahead,positive
US dollar wipes out sales gains for SABMiller,negative
"UPDATE 1-SABMiller 2nd-quarter underlying sales rise, forex impacts margins",positive
UPDATE 2-Pricey beers lift SABMiller's quarterly underlying sales,positive
Valeant CEO Pledges to Heed Critics After `Painful' Experience,negative
"Are Aviva plc, Direct Line Insurance Group PLC And Admiral Group plc Set To Soar?",positive
StanChart and RBS struggle in Bank of England stress tests,negative
Barclays sells benchmark indices unit to Bloomberg,positive
"Sainsbury's, Asda, Tesco and Morrisons will all cut petrol prices as oil falls ...",negative
"EU drops Shell, BP, Statoil from ethanol benchmark investigation",positive
AstraZeneca Explores Potential Deal With Acerta for Cancer Drug,positive
Shell and BG Shareholders to Vote on Deal at End of January,neutral
AstraZeneca chases Acerta to secure next cancer drug winner,positive
CompaniesTesco off to a bad start over Xmas â€“ Kantar,negative
"DBS, Julius Baer emerge as potential bidders for Barclays Asia wealth unit ...",positive
Why AstraZeneca plc & Dixons Carphone PLC Are Red-Hot Growth Stars!,positive
BBCN Bancorp to buy Wilshire Bancorp in $1 bln deal,positive
ITV share price jumps on report of Comcast's NBCUniversal bidding to takeover ...,positive
Glencore Studies Possible IPO for Agricultural Trading Business,positive
Can Christmas Save Sainsbury's plc And Tesco plc?,negative
UPDATE 1-AstraZeneca boosts respiratory unit with $575 mln Takeda deal,positive
Bilfinger Industrial Services win Â£100m BP contract extension,positive
"Standard Chartered, RBS Escape Capital Raising in Stress Test",positive
AstraZeneca weighing up Acerta bid to secure blood cancer drug,positive
2 Turnaround Buys For 2016? BHP Billiton plc And Home Retail Group Plc,positive
L&G completes UK's largest medically underwritten bulk pension risk deal,positive
Drugmaker Shire to buy Baxalta for $32 billion after 6-month pursuit,positive
Kingfisher share price slides on cost to implement new strategy,negative
Shire says internal synergy goals from Baxalta deal higher,positive
"European shares plunge, roiled by BHP and oil; hopes turn to ECB",negative
Morrisons and Debenhams surprise City with Christmas bounce back,positive
"Britain's FTSE falls back with Ashtead, commodities under pressure",negative
Tesco shares jump 6% after Christmas sales beat expectations,positive
"CEOs of BPM, UBI meet Italy econ minister as M&A talk heats up",positive
CompaniesHome Retail trims gains but is considered 'in play',positive
Philippines' San Miguel says to partner with Kirin if it bids for SABMiller's ...,positive
Investors Remain Skeptical About Shell-BG Deal,negative
MarketsShire up 2.5% and Baxalta up 6% on $32bn deal,positive
Shire share price under pressure after $32bn Baxalta deal,negative
Valeant Names Interim Leader as CEO Remains Hospitalized,neutral
Valeant Said to Name New CEO With Pearson Still Hospitalized,positive
Shares in BAE Systems hit 10-month high on rating upgrade,positive
Japan's Asahi to submit bid next week for SABMiller's Grolsch and Peroni - Yomiuri,positive
CompaniesDixons Carphone to close 134 UK stores as sales jump,positive
"Broker tips: RBS, Croda, Sage",positive
Shell share price: Standard Life announce position against BG acquisition,negative
Tesco share price down as grocer faces SFO investigation outcome,negative
"Britain's FTSE outperforms Europe, Royal Mail and Tesco rise",positive
Greene King's third quarter sales boosted by festive season,positive
InterContinental Hotels Group share price climbs on $1.5bn special dividend,positive
Amazon to attack UK grocery market with Morrisons deal,positive
AstraZeneca share price: Acerta deal pays off with orphan drug status,positive
"BHP Billiton posts big loss, slashes dividend",negative
Merged LSE and Deutsche BÃ¶rse would be led by Germany's Kengeter,positive
"Should You Buy Jumbo Yielders British American Tobacco plc, Centrica PLC & John Wood Group PLC?",positive
Is Trouble Brewing At Legal & General Group Plc And Aviva plc?,negative
BHP Billiton drags FTSE lower after slashing dividend,negative
"BHP Billiton slashes dividend, posts $5.67 billion net loss",negative
CompaniesMeggitt profits hit by weak energy and military markets,negative
Royal Mail share price edges lower as group raises stamp price,negative
GlaxoSmithKline starts hunt for successor to CEO Witty,neutral
"Rio Tinto swings to loss, drops dividend policy",negative
France raises concerns over proposed LSE-Deutsche Boerse deal,negative
MarketsBP promotes upstream boss to deputy CEO,positive
Legal & General share price: Finance chief to step down,negative
Barclays poaches new chief operating officer Paul Compton from JP Morgan Chase,negative
Arm profits and sales up as shift away from mobile gains pace,positive
Barclays appoints JPMorgan's Paul Compton as new COO,positive
"FastJet slams EasyJet founder Stelios for going public, is 'taking legal advice' over letter about contractual ...",negative
NYSE owner ICE considers offer for LSE,positive
News FeedFTSE 100 movers: LSE surges as ICE says mulling offer; Ashtead and Barclays tank,positive
Balfour Beatty plc Set To Reinstate Dividend (And Rival National Grid plc And Centrica PLC Once More?),positive
Intertek swings to Â£347 mln loss on oil's slump,negative
Sanofi poaches AstraZeneca scientist as new research head,positive
Tesco breaks its downward slide by cutting sales decline in half,positive
"News FeedSchroders books solid earnings growth, several board changes",positive
Intertek Group announces strategic update outlining its plan,positive
London Stock Exchange seals Â£22 billion merger with Germany's Deutsche BÃ¶rse,positive
NYSE owner ICE may gatecrash Deutsche Boerse-LSE merger,negative
AB InBev to Sell SABMiller Stake in China's Snow Beer,negative
LSE-Deutsche Boerse merger would signal end to exchange mega-deals,positive
RBS Pays $1.7 Billion to Scrap U.K. Treasury's Dividend Rights,positive
Industry NewsWolseley confident in reslilience amid mixed markets,positive
Tesco criticised for 'disgraceful' advert showing domestic worker being slapped,negative
FTSE edges up as investors cheer Kingfisher results,positive
Barclays Bonds Rise as Lender Cuts Dividends to Shore Up Capital,positive
Britain's FTSE gets lift from Prudential results,positive
Amazon's grocery deal with Morrisons is only the beginning,positive
ICE Said to Start Lining Up Financing for LSE Bidding War,positive
"BP, Statoil, to Withdraw Staff From Algeria Following Rocket Attack",negative
Merkel's Government Said to Support Deutsche Boerse-LSE Merger,positive
Aviva weighs cash handout after beating profit forecast,positive
"WPP, World's Largest Ad Agency, Reports Strong 2015 Growth",positive
"Saudi Aramco, Shell plan to break up Motiva, divide up assets",negative
AB InBev to sell more SAB assets as seeks EU deal approval,negative
Tesco's Sales Pickup Isn't Enough,negative
Spain's CaixaBank Expects To Close Deal For Banco BPI,positive
ITV share price: Group mulls takeover of Canada's Entertainment One,positive
Entertainment One dispels ITV takeover rumours,positive
GE to Sell Majority Stake in Bank BPH's Core Bank to Alior Bank,positive
Tata Steel working with StanChart for UK unit sale - source,positive
Crown Castle buys Tower Development Corp for $461 million,positive
Tesco sells half of stake in ecommerce site Lazada to Alibaba for Â£90m,negative
"CaixaBank, dos Santos Agree on Plan for BPI Angola Exposure",positive
"BPI Says Caixabank, Isabel dos Santos Reach Agreement Over Angola Exposure",positive
Spain's Caixabank launches new takeover bid for Banco BPI,positive
"Despite sales growth, UK's Tesco cautions recovery to be bumpy",negative
ITV to pursue takeover of Canada's Entertainment One: Bloomberg,positive
Shire Sees Baxalta Deal Closing as Expected After New Rules,positive
"OCBC to Buy Barclay's Wealth Management Unit in Singapore, Hong Kong",positive
Tesco share price steady as analysts weigh in on results,positive
Lloyds Banking Group's share price lifts amid reports bank is poised to axe hundreds of UK jobs,positive
Should You Follow Berkshire Hathaway Into Apple Stock?,neutral
Morrisons book second consecutive quarter of sales growth,positive
Royal Mail gets mixed bag from Ofcom postal regulation report,negative
UPDATE 3-Ex-Barclays director accused by US of illegal tips to plumber,negative
"EU regulators clear $100 billion-plus AB InBev, SABMiller deal",positive
Retail giant Kingfisher reports 'solid' start to the year,positive
"Berkshire discloses unit's ties to Iran, opens probe",negative
Berkshire Hathaway names Kara Raiguel to lead General Re unit,positive
"European stocks hover near 3-week low, Dialog and BHP slump",negative
Hargreaves Lansdown bucks weak markets to see assets rise 2.6 percent,positive
Australia clears AB Inbev's $100 billion SABMiller buyout plan,positive
Goodwin not to face Scottish prosecution over RBS,positive
Royal Mail turnaround proving expensive in tough UK market,negative
Whitbread buys 49% stake in Pure food chain,positive
"Irish Said Chasing Standard Chartered, RBS as Brexit Vote Nears",positive
Royal Mail share price rallies amid positive broker comments,positive
InterContinental Hotels first-quarter global room revenue lags estimates,negative
Aspen to Buy Anaesthetics From AstraZeneca for $520 Million,positive
London Stock Exchange â€“ Deutsche Boerse merger under threat from Brexit,negative
Sainsbury CFO Rogers to Replace Home Retail CEO Walden,neutral
BP joins forces with Det Norske in Norway,positive
BRIEF-Legal & General's retirement business books 4 billion stg H1 sales,positive
Johnson Matthey revs up on clean air drive,positive
"Goldman Sachs, Barclays, HSBC downplay Brexit threat",neutral
Asahi could be about to snap up more of SABMiller's beers ahead of AB InBev sale,positive
LSE-Deutsche BÃ¶rse dealmakers wrong to ignore Brexit risk,negative
Tesco sales recover as focus returns to core business,positive
Johnson Matthey profit falls but dividend rises,neutral
"Are ARM Holdings plc, Domino's Pizza Group plc and ASOS plc 3 must-have growth stocks?",neutral
Priceline's stock jumps to new high for the year after Barclays upgrade,positive
"Tesco set to sell Kipa, Giraffe businesses - Sky News",negative
The Coca-Cola Company and Coca-Cola FEMSA to Acquire AdeS Soy-Based Beverage Business From Unilever,positive
HSBC Says Unit to Book $585 Million Charge on Settlement,negative
"Hammerson, JV Partner secure ownership of Ireland's Dundrum - Quick Facts",positive
Aviva promises higher dividends to boost flagging share price,positive
CompaniesFresnillo shares jump 8% as silver price breaks $21,positive
"Should you buy Associated British Foods plc, Great Portland Estates plc and Dunelm Group plc following today's news?",positive
Berkshire seeks to boost its Wells Fargo stake above 10 percent,positive
Tesco share price tumbles after negative broker note,negative
London Stock Exchange Shareholders Approve Merger With Deutsche BÃ¶rse,positive
UPDATE 1-Berkshire applies to boost Wells Fargo stake above 10 pct,positive
Berkshire applies to boost Wells Fargo stake above 10 percent,positive
"Aviva, M&G suspend property funds as investors panic",negative
"UK housing market steadies after Brexit dip, Persimmon says",positive
BRIEF-Aviva aims to increase dividend pay-out ratio to 50 pct in 2017,positive
Builder Persimmon hails 6% rise in house sales,positive
EasyJet attracts more passengers in June but still lags Ryanair,positive
